Tid	Kanal A
(s)	(mV)

0.00000000	14.87758000
0.00010000	14.87758000
0.00020000	14.87758000
0.00030000	14.87758000
0.00040000	14.87758000
0.00050000	14.87758000
0.00060000	13.94562000
0.00070000	13.94562000
0.00080000	13.94562000
0.00090000	13.94562000
0.00100000	13.94562000
0.00110000	13.01673000
0.00120000	13.94562000
0.00130000	13.01673000
0.00140000	13.01673000
0.00150000	13.01673000
0.00160000	13.01673000
0.00170000	13.01673000
0.00180000	13.01673000
0.00190000	12.08784000
0.00200000	12.08784000
0.00210000	13.01673000
0.00220000	13.01673000
0.00230000	12.08784000
0.00240000	12.08784000
0.00250000	12.08784000
0.00260000	12.08784000
0.00270000	12.08784000
0.00280000	12.08784000
0.00290000	12.08784000
0.00300000	12.08784000
0.00310000	12.08784000
0.00320000	12.08784000
0.00330000	12.08784000
0.00340000	12.08784000
0.00350000	12.08784000
0.00360000	12.08784000
0.00370000	13.01673000
0.00380000	13.01673000
0.00390000	13.01673000
0.00400000	13.01673000
0.00410000	13.01673000
0.00420000	13.01673000
0.00430000	13.01673000
0.00440000	13.94562000
0.00450000	13.94562000
0.00460000	13.94562000
0.00470000	13.94562000
0.00480000	13.94562000
0.00490000	13.94562000
0.00500000	14.87758000
0.00510000	14.87758000
0.00520000	14.87758000
0.00530000	14.87758000
0.00540000	14.87758000
0.00550000	14.87758000
0.00560000	14.87758000
0.00570000	14.87758000
0.00580000	14.87758000
0.00590000	14.87758000
0.00600000	15.80647000
0.00610000	15.80647000
0.00620000	14.87758000
0.00630000	15.80647000
0.00640000	15.80647000
0.00650000	15.80647000
0.00660000	15.80647000
0.00670000	15.80647000
0.00680000	15.80647000
0.00690000	15.80647000
0.00700000	15.80647000
0.00710000	15.80647000
0.00720000	15.80647000
0.00730000	15.80647000
0.00740000	15.80647000
0.00750000	15.80647000
0.00760000	15.80647000
0.00770000	15.80647000
0.00780000	15.80647000
0.00790000	15.80647000
0.00800000	15.80647000
0.00810000	15.80647000
0.00820000	16.73536000
0.00830000	15.80647000
0.00840000	15.80647000
0.00850000	15.80647000
0.00860000	15.80647000
0.00870000	15.80647000
0.00880000	15.80647000
0.00890000	15.80647000
0.00900000	15.80647000
0.00910000	15.80647000
0.00920000	15.80647000
0.00930000	14.87758000
0.00940000	14.87758000
0.00950000	14.87758000
0.00960000	14.87758000
0.00970000	14.87758000
0.00980000	13.94562000
0.00990000	13.94562000
0.01000000	13.94562000
0.01010000	13.94562000
0.01020000	13.94562000
0.01030000	13.94562000
0.01040000	13.94562000
0.01050000	13.94562000
0.01060000	13.94562000
0.01070000	13.94562000
0.01080000	13.94562000
0.01090000	13.94562000
0.01100000	13.94562000
0.01110000	13.94562000
0.01120000	13.94562000
0.01130000	13.94562000
0.01140000	13.94562000
0.01150000	13.94562000
0.01160000	13.94562000
0.01170000	13.94562000
0.01180000	13.94562000
0.01190000	13.94562000
0.01200000	14.87758000
0.01210000	14.87758000
0.01220000	14.87758000
0.01230000	13.94562000
0.01240000	14.87758000
0.01250000	14.87758000
0.01260000	14.87758000
0.01270000	14.87758000
0.01280000	14.87758000
0.01290000	14.87758000
0.01300000	13.94562000
0.01310000	13.94562000
0.01320000	13.94562000
0.01330000	14.87758000
0.01340000	14.87758000
0.01350000	13.94562000
0.01360000	13.94562000
0.01370000	13.94562000
0.01380000	13.94562000
0.01390000	14.87758000
0.01400000	13.94562000
0.01410000	13.94562000
0.01420000	14.87758000
0.01430000	13.94562000
0.01440000	13.94562000
0.01450000	14.87758000
0.01460000	13.94562000
0.01470000	13.94562000
0.01480000	13.94562000
0.01490000	13.94562000
0.01500000	13.94562000
0.01510000	14.87758000
0.01520000	14.87758000
0.01530000	13.94562000
0.01540000	13.94562000
0.01550000	13.94562000
0.01560000	13.94562000
0.01570000	13.94562000
0.01580000	13.94562000
0.01590000	13.94562000
0.01600000	13.94562000
0.01610000	13.94562000
0.01620000	13.94562000
0.01630000	13.94562000
0.01640000	13.94562000
0.01650000	13.94562000
0.01660000	13.94562000
0.01670000	13.01673000
0.01680000	13.01673000
0.01690000	13.01673000
0.01700000	13.01673000
0.01710000	13.01673000
0.01720000	13.01673000
0.01730000	13.01673000
